"";"Preis";"Typ";"Getriebe";"PS";"kilometer";"Kraftstoff";"Marke";"alter";"brandModel"
"312";7999;"kombi";"automatik";250;150000;"lpg";"audi";15;"audi_a6"
"313";17500;"suv";"automatik";184;50000;"benzin";"bmw";4;"bmw_x_reihe"
"314";1400;"limousine";"manuell";122;150000;"benzin";"mercedes_benz";20;"mercedes_benz_c_klasse"
"315";2700;"kleinwagen";"manuell";73;150000;"benzin";"peugeot";9;"peugeot_2_reihe"
"316";1100;"kleinwagen";"manuell";65;150000;"diesel";"renault";13;"renault_clio"
"317";1450;"kleinwagen";"manuell";82;150000;"benzin";"fiat";14;"fiat_punto"
"318";850;"limousine";"automatik";75;150000;"benzin";"volkswagen";24;"volkswagen_golf"
"319";1390;"kombi";"automatik";75;150000;"benzin";"skoda";12;"skoda_fabia"
"320";14499;"kombi";"automatik";239;150000;"diesel";"audi";7;"audi_a6"
"321";6990;"kombi";"manuell";69;90000;"benzin";"skoda";6;"skoda_fabia"
"322";12488;"limousine";"automatik";224;150000;"diesel";"volkswagen";11;"volkswagen_phaeton"
"323";1900;"kleinwagen";"manuell";68;150000;"benzin";"toyota";10;"toyota_aygo"
"324";500;"kleinwagen";"manuell";52;150000;"benzin";"volkswagen";21;"volkswagen_golf"
"325";14499;"suv";"manuell";140;125000;"diesel";"volkswagen";5;"volkswagen_tiguan"
"326";1999;"limousine";"manuell";105;150000;"benzin";"bmw";16;"bmw_3er"
"327";3400;"kombi";"manuell";105;150000;"lpg";"opel";11;"opel_astra"
"328";8650;"limousine";"automatik";95;20000;"benzin";"mitsubishi";4;"mitsubishi_colt"
"329";15999;"kleinwagen";"automatik";179;30000;"benzin";"skoda";5;"skoda_fabia"
"330";6400;"limousine";"manuell";105;70000;"diesel";"volkswagen";6;"volkswagen_golf"
"331";2999;"kleinwagen";"manuell";101;150000;"diesel";"opel";12;"opel_corsa"
"332";5198;"kombi";"manuell";90;150000;"diesel";"ford";5;"ford_focus"
"333";5900;"limousine";"manuell";75;150000;"benzin";"volkswagen";31;"volkswagen_passat"
"334";2800;"limousine";"manuell";101;150000;"benzin";"audi";16;"audi_a3"
"335";3900;"bus";"manuell";75;90000;"benzin";"renault";8;"renault_modus"
"336";12999;"cabrio";"manuell";220;150000;"benzin";"audi";12;"audi_a4"
"337";7250;"limousine";"manuell";163;150000;"diesel";"bmw";10;"bmw_3er"
"338";27999;"limousine";"automatik";245;1e+07;"diesel";"bmw";7;"bmw_5er"
"339";690;"kleinwagen";"manuell";75;150000;"benzin";"ford";17;"ford_fiesta"
"340";3999;"limousine";"automatik";193;150000;"diesel";"bmw";14;"bmw_5er"
"341";1150;"kleinwagen";"manuell";75;150000;"benzin";"opel";14;"opel_corsa"
"342";11900;"limousine";"automatik";286;150000;"diesel";"bmw";10;"bmw_x_reihe"
"343";9500;"kombi";"manuell";179;150000;"diesel";"audi";9;"audi_a6"
"344";3750;"kombi";"automatik";163;150000;"diesel";"audi";13;"audi_a6"
"345";8800;"limousine";"manuell";163;150000;"diesel";"bmw";11;"bmw_1er"
"346";6500;"kleinwagen";"manuell";60;50000;"benzin";"seat";3;"seat_mii"
"347";18200;"bus";"manuell";125;20000;"benzin";"ford";1;"ford_c_max"
"348";2100;"kleinwagen";"automatik";80;90000;"benzin";"fiat";13;"fiat_punto"
"349";1299;"limousine";"manuell";75;150000;"benzin";"renault";17;"renault_clio"
"350";3100;"suv";"manuell";163;150000;"diesel";"mercedes_benz";16;"mercedes_benz_m_klasse"
"351";1800;"limousine";"manuell";109;150000;"benzin";"mercedes_benz";24;"mercedes_benz_c_klasse"
"352";14600;"limousine";"manuell";143;1e+07;"diesel";"audi";6;"audi_a4"
"353";2800;"limousine";"manuell";125;150000;"benzin";"ford";13;"ford_mondeo"
"354";1800;"coupe";"manuell";116;150000;"benzin";"opel";23;"opel_calibra"
"355";2100;"limousine";"manuell";125;150000;"benzin";"audi";20;"audi_a3"
"356";3499;"kombi";"automatik";150;150000;"diesel";"bmw";13;"bmw_3er"
"357";1500;"cabrio";"manuell";101;150000;"benzin";"volkswagen";16;"volkswagen_golf"
"358";2790;"limousine";"automatik";101;125000;"benzin";"volkswagen";18;"volkswagen_passat"
"359";1300;"kleinwagen";"manuell";45;150000;"benzin";"volkswagen";20;"volkswagen_polo"
"360";7500;"kleinwagen";"manuell";75;80000;"diesel";"volkswagen";5;"volkswagen_polo"
"361";500;"kleinwagen";"manuell";45;90000;"benzin";"opel";19;"opel_corsa"
"362";3200;"limousine";"manuell";84;150000;"benzin";"opel";14;"opel_astra"
"363";2490;"kombi";"manuell";105;125000;"benzin";"volkswagen";15;"volkswagen_bora"
"364";14400;"kombi";"manuell";143;60000;"benzin";"bmw";7;"bmw_3er"
"365";5800;"limousine";"automatik";280;125000;"benzin";"mercedes_benz";17;"mercedes_benz_s_klasse"
"366";7000;"limousine";"automatik";177;150000;"diesel";"mercedes_benz";14;"mercedes_benz_e_klasse"
"367";7500;"limousine";"automatik";190;150000;"diesel";"mercedes_benz";11;"mercedes_benz_e_klasse"
"368";12100;"limousine";"manuell";140;150000;"diesel";"volkswagen";7;"volkswagen_golf"
"369";15990;"kombi";"manuell";170;150000;"diesel";"audi";7;"audi_a4"
"370";4500;"kleinwagen";"manuell";116;150000;"benzin";"mini";14;"mini_cooper"
"371";999;"kleinwagen";"manuell";74;150000;"benzin";"peugeot";11;"peugeot_2_reihe"
"372";900;"kleinwagen";"manuell";58;125000;"benzin";"renault";14;"renault_twingo"
"373";2300;"kleinwagen";"manuell";65;150000;"benzin";"kia";12;"kia_picanto"
"374";13900;"cabrio";"automatik";252;125000;"benzin";"porsche";14;"porsche_boxster"
"375";6699;"bus";"manuell";110;150000;"diesel";"opel";7;"opel_zafira"
"376";3999;"kombi";"manuell";163;150000;"diesel";"audi";12;"audi_a4"
"377";3450;"kleinwagen";"manuell";90;150000;"diesel";"opel";8;"opel_corsa"
"378";15000;"kombi";"automatik";179;150000;"diesel";"audi";8;"audi_a6"
"379";3900;"kombi";"manuell";80;150000;"diesel";"skoda";10;"skoda_fabia"
"380";7500;"cabrio";"automatik";231;150000;"benzin";"bmw";13;"bmw_3er"
"381";3800;"kleinwagen";"manuell";136;150000;"diesel";"volkswagen";14;"volkswagen_polo"
"382";3200;"suv";"manuell";140;150000;"diesel";"kia";12;"kia_sorento"
"383";5950;"limousine";"automatik";136;150000;"diesel";"mercedes_benz";10;"mercedes_benz_e_klasse"
"384";9200;"limousine";"manuell";105;70000;"benzin";"volkswagen";6;"volkswagen_golf"
"385";6200;"limousine";"manuell";116;80000;"benzin";"mercedes_benz";11;"mercedes_benz_a_klasse"
"386";3150;"kombi";"automatik";150;150000;"diesel";"bmw";14;"bmw_3er"
"387";4300;"kleinwagen";"manuell";75;60000;"benzin";"dacia";6;"dacia_sandero"
"388";7999;"kombi";"manuell";143;150000;"diesel";"bmw";8;"bmw_3er"
"389";5450;"limousine";"manuell";90;150000;"benzin";"volkswagen";11;"volkswagen_golf"
"390";1300;"kombi";"manuell";131;150000;"diesel";"ford";14;"ford_mondeo"
"391";600;"limousine";"manuell";150;150000;"benzin";"bmw";24;"bmw_3er"
"392";38500;"suv";"automatik";258;125000;"diesel";"mercedes_benz";4;"mercedes_benz_m_klasse"
"393";4500;"kombi";"manuell";220;150000;"lpg";"audi";14;"audi_a6"
"394";8990;"limousine";"manuell";110;125000;"diesel";"volkswagen";7;"volkswagen_golf"
"395";1999;"kleinwagen";"manuell";65;150000;"benzin";"nissan";13;"nissan_micra"
"396";2199;"kleinwagen";"manuell";64;150000;"benzin";"volkswagen";14;"volkswagen_polo"
"397";7350;"kombi";"automatik";192;150000;"benzin";"bmw";12;"bmw_5er"
"398";1800;"kombi";"manuell";136;150000;"benzin";"mercedes_benz";19;"mercedes_benz_e_klasse"
"399";7550;"kleinwagen";"manuell";84;30000;"benzin";"mazda";5;"mazda_1_reihe"
"400";4999;"kleinwagen";"automatik";45;70000;"diesel";"smart";8;"smart_fortwo"
"401";10999;"bus";"manuell";150;1e+07;"diesel";"peugeot";6;"peugeot_5_reihe"
"402";550;"kleinwagen";"manuell";75;150000;"benzin";"renault";15;"renault_clio"
"403";18900;"cabrio";"automatik";190;150000;"diesel";"audi";6;"audi_a5"
"404";5990;"kombi";"automatik";230;150000;"benzin";"opel";10;"opel_vectra"
"405";1999;"limousine";"automatik";82;80000;"benzin";"mercedes_benz";15;"mercedes_benz_a_klasse"
"406";1000;"cabrio";"manuell";101;150000;"benzin";"volkswagen";17;"volkswagen_golf"
"407";2500;"limousine";"manuell";75;150000;"benzin";"bmw";33;"bmw_3er"
"408";13250;"limousine";"manuell";160;50000;"benzin";"volkswagen";6;"volkswagen_golf"
"409";3500;"limousine";"automatik";116;60000;"benzin";"audi";22;"audi_80"
"410";12990;"cabrio";"automatik";174;150000;"benzin";"mini";6;"mini_cooper"
"411";2700;"cabrio";"manuell";109;150000;"diesel";"peugeot";11;"peugeot_2_reihe"
"412";5450;"limousine";"manuell";95;1e+07;"benzin";"mercedes_benz";9;"mercedes_benz_a_klasse"
"413";425;"kombi";"manuell";90;150000;"diesel";"audi";24;"audi_80"
"414";2800;"coupe";"manuell";112;150000;"benzin";"bmw";25;"bmw_3er"
"415";1500;"kleinwagen";"automatik";80;1e+07;"benzin";"ford";13;"ford_fusion"
"416";8800;"bus";"manuell";126;150000;"diesel";"toyota";7;"toyota_verso"
"417";2600;"bus";"manuell";122;150000;"diesel";"mercedes_benz";17;"mercedes_benz_v_klasse"
"418";7600;"suv";"manuell";150;125000;"diesel";"opel";9;"opel_antara"
"419";8700;"limousine";"manuell";140;150000;"diesel";"audi";7;"audi_a3"
"420";8499;"kleinwagen";"manuell";174;150000;"benzin";"mini";9;"mini_cooper"
"421";20900;"limousine";"manuell";150;60000;"diesel";"audi";3;"audi_a3"
"422";5790;"kombi";"manuell";163;150000;"diesel";"bmw";10;"bmw_3er"
"423";3699;"kleinwagen";"manuell";65;125000;"benzin";"toyota";11;"toyota_yaris"
"424";10950;"limousine";"manuell";143;150000;"diesel";"audi";8;"audi_a4"
"425";16500;"bus";"manuell";175;125000;"diesel";"ford";6;"ford_galaxy"
"426";5199;"cabrio";"automatik";71;80000;"benzin";"smart";6;"smart_fortwo"
"427";4950;"bus";"manuell";105;150000;"diesel";"volkswagen";11;"volkswagen_caddy"
"428";7990;"bus";"manuell";90;1e+07;"benzin";"hyundai";6;"hyundai_i_reihe"
"429";2399;"kleinwagen";"manuell";65;1e+07;"benzin";"nissan";11;"nissan_micra"
"430";2900;"kleinwagen";"manuell";54;1e+07;"benzin";"volkswagen";13;"volkswagen_polo"
"431";3800;"cabrio";"manuell";125;125000;"benzin";"opel";11;"opel_tigra"
"432";6299;"kleinwagen";"manuell";163;150000;"benzin";"mini";13;"mini_cooper"
"433";850;"limousine";"manuell";60;150000;"benzin";"volkswagen";19;"volkswagen_golf"
"434";2490;"limousine";"automatik";125;1e+07;"benzin";"audi";19;"audi_a4"
"435";650;"kleinwagen";"manuell";58;150000;"benzin";"renault";16;"renault_twingo"
"436";9500;"kombi";"manuell";160;1e+07;"diesel";"opel";6;"opel_insignia"
"437";7800;"limousine";"automatik";145;150000;"benzin";"ford";8;"ford_focus"
"438";17777;"kombi";"manuell";184;40000;"benzin";"mini";4;"mini_clubman"
"439";1500;"kombi";"manuell";110;150000;"diesel";"audi";19;"audi_a4"
"440";900;"limousine";"manuell";101;150000;"benzin";"volkswagen";17;"volkswagen_bora"
"441";11000;"kombi";"manuell";105;1e+07;"diesel";"skoda";4;"skoda_octavia"
"442";12990;"limousine";"manuell";105;50000;"benzin";"volkswagen";3;"volkswagen_golf"
"443";16500;"bus";"automatik";179;150000;"diesel";"volkswagen";4;"volkswagen_transporter"
"444";3900;"limousine";"manuell";90;125000;"benzin";"volkswagen";12;"volkswagen_golf"
"445";1899;"limousine";"manuell";95;150000;"diesel";"mercedes_benz";15;"mercedes_benz_a_klasse"
"446";1350;"limousine";"manuell";75;150000;"benzin";"volkswagen";17;"volkswagen_golf"
"447";2700;"limousine";"manuell";143;150000;"benzin";"bmw";13;"bmw_3er"
"448";19900;"cabrio";"automatik";300;150000;"benzin";"porsche";17;"porsche_911"
"449";650;"kleinwagen";"manuell";58;150000;"benzin";"renault";18;"renault_twingo"
"450";2500;"coupe";"manuell";116;150000;"benzin";"bmw";12;"bmw_3er"
"451";2190;"cabrio";"manuell";90;150000;"benzin";"renault";20;"renault_r19"
"452";2900;"bus";"manuell";150;150000;"diesel";"renault";14;"renault_espace"
"453";5000;"bus";"manuell";68;150000;"diesel";"volkswagen";21;"volkswagen_transporter"
"454";5799;"suv";"automatik";218;150000;"benzin";"mercedes_benz";14;"mercedes_benz_m_klasse"
"455";21950;"limousine";"automatik";190;30000;"diesel";"chrysler";2;"chrysler_300c"
"456";2750;"kombi";"manuell";136;150000;"diesel";"bmw";16;"bmw_3er"
"457";1000;"kleinwagen";"manuell";131;150000;"benzin";"ford";15;"ford_focus"
"458";11900;"coupe";"manuell";160;1e+07;"benzin";"volkswagen";8;"volkswagen_scirocco"
"459";18950;"limousine";"manuell";184;40000;"diesel";"seat";3;"seat_leon"
"460";11500;"limousine";"automatik";170;150000;"diesel";"mercedes_benz";9;"mercedes_benz_e_klasse"
"461";1800;"kleinwagen";"automatik";60;150000;"benzin";"opel";14;"opel_corsa"
"462";7000;"kombi";"manuell";136;150000;"diesel";"volvo";11;"volvo_v50"
"463";3600;"kleinwagen";"manuell";60;80000;"benzin";"opel";9;"opel_corsa"
"464";8500;"bus";"manuell";84;150000;"benzin";"volkswagen";24;"volkswagen_transporter"
"465";9999;"limousine";"manuell";110;50000;"diesel";"volkswagen";8;"volkswagen_golf"
"466";6200;"bus";"manuell";110;150000;"diesel";"ford";8;"ford_transit"
"467";24900;"bus";"automatik";177;70000;"diesel";"seat";3;"seat_alhambra"
"468";11200;"kombi";"automatik";170;150000;"diesel";"mercedes_benz";10;"mercedes_benz_e_klasse"
"469";4000;"kombi";"automatik";131;150000;"diesel";"volkswagen";12;"volkswagen_passat"
"470";950;"kleinwagen";"manuell";60;125000;"benzin";"ford";16;"ford_ka"
"471";4450;"cabrio";"manuell";103;125000;"benzin";"opel";13;"opel_astra"
"472";7500;"bus";"manuell";140;150000;"diesel";"volkswagen";10;"volkswagen_sharan"
"473";950;"kleinwagen";"manuell";75;150000;"benzin";"peugeot";17;"peugeot_2_reihe"
"474";1750;"limousine";"manuell";101;150000;"benzin";"volkswagen";16;"volkswagen_golf"
"475";1700;"limousine";"manuell";150;150000;"benzin";"volkswagen";18;"volkswagen_bora"
"476";2800;"kleinwagen";"manuell";90;150000;"diesel";"audi";20;"audi_a3"
"477";2300;"kombi";"manuell";68;150000;"diesel";"volkswagen";18;"volkswagen_transporter"
"478";1950;"kombi";"manuell";101;150000;"diesel";"volkswagen";15;"volkswagen_passat"
"479";2550;"limousine";"manuell";90;150000;"diesel";"volkswagen";18;"volkswagen_golf"
"480";13900;"limousine";"manuell";150;125000;"diesel";"volkswagen";3;"volkswagen_golf"
"481";5490;"kombi";"automatik";185;150000;"diesel";"volvo";9;"volvo_v70"
"482";19399;"bus";"automatik";170;70000;"diesel";"volkswagen";5;"volkswagen_touran"
"483";1500;"limousine";"manuell";150;150000;"benzin";"audi";21;"audi_a6"
"484";10380;"kleinwagen";"manuell";92;60000;"diesel";"peugeot";4;"peugeot_2_reihe"
"485";38999;"suv";"automatik";239;40000;"diesel";"volkswagen";3;"volkswagen_touareg"
"486";2499;"kleinwagen";"manuell";64;150000;"benzin";"seat";13;"seat_ibiza"
"487";1499;"cabrio";"manuell";132;150000;"benzin";"peugeot";18;"peugeot_3_reihe"
"488";1250;"kleinwagen";"manuell";50;125000;"benzin";"seat";16;"seat_arosa"
"489";2200;"limousine";"manuell";116;150000;"benzin";"bmw";15;"bmw_3er"
"490";2850;"suv";"manuell";82;90000;"benzin";"lada";7;"lada_niva"
"491";1000;"limousine";"manuell";75;125000;"benzin";"seat";16;"seat_ibiza"
"492";1200;"kombi";"manuell";90;150000;"diesel";"audi";22;"audi_80"
"493";11000;"limousine";"manuell";90;50000;"diesel";"renault";2;"renault_clio"
"494";10999;"limousine";"manuell";116;125000;"diesel";"bmw";5;"bmw_3er"
"495";32500;"kombi";"automatik";313;125000;"diesel";"audi";3;"audi_a6"
"496";8990;"kombi";"manuell";109;70000;"benzin";"hyundai";4;"hyundai_i_reihe"
"497";500;"limousine";"manuell";116;150000;"benzin";"ford";17;"ford_mondeo"
"498";20000;"coupe";"manuell";170;125000;"benzin";"audi";5;"audi_a5"
"499";800;"limousine";"automatik";193;150000;"benzin";"bmw";21;"bmw_7er"
"500";3999;"bus";"manuell";115;150000;"diesel";"ford";13;"ford_galaxy"
"501";5599;"cabrio";"automatik";71;20000;"benzin";"smart";9;"smart_fortwo"
"502";2100;"kleinwagen";"manuell";75;150000;"diesel";"opel";13;"opel_corsa"
"503";4800;"kombi";"manuell";163;150000;"diesel";"audi";12;"audi_a4"
"504";1700;"kleinwagen";"manuell";54;150000;"benzin";"volkswagen";14;"volkswagen_polo"
"505";5949;"limousine";"manuell";80;125000;"benzin";"volkswagen";9;"volkswagen_golf"
"506";5600;"bus";"automatik";150;150000;"diesel";"mercedes_benz";7;"mercedes_benz_viano"
"507";7000;"kombi";"manuell";129;125000;"benzin";"toyota";10;"toyota_avensis"
"508";9600;"cabrio";"manuell";69;30000;"benzin";"fiat";3;"fiat_500"
"509";350;"limousine";"manuell";75;80000;"benzin";"peugeot";25;"peugeot_3_reihe"
"510";6650;"limousine";"automatik";204;150000;"diesel";"mercedes_benz";13;"mercedes_benz_e_klasse"
"511";10499;"kombi";"manuell";218;150000;"diesel";"audi";9;"audi_a6"
"512";7540;"kleinwagen";"automatik";200;150000;"benzin";"volkswagen";7;"volkswagen_scirocco"
"513";7800;"kleinwagen";"manuell";75;90000;"diesel";"skoda";6;"skoda_fabia"
"514";4250;"limousine";"manuell";140;150000;"benzin";"opel";12;"opel_astra"
"515";2099;"cabrio";"manuell";109;150000;"benzin";"peugeot";15;"peugeot_2_reihe"
"516";12300;"kleinwagen";"manuell";122;50000;"benzin";"volkswagen";4;"volkswagen_golf"
"517";2150;"bus";"manuell";114;150000;"diesel";"nissan";13;"nissan_almera"
"518";12000;"kombi";"manuell";125;90000;"diesel";"opel";5;"opel_astra"
"519";14500;"limousine";"manuell";170;80000;"diesel";"audi";7;"audi_a3"
"520";1350;"kleinwagen";"automatik";90;150000;"benzin";"renault";17;"renault_clio"
"521";1250;"kleinwagen";"manuell";50;150000;"benzin";"volkswagen";15;"volkswagen_lupo"
"522";2500;"kombi";"manuell";116;150000;"diesel";"volkswagen";16;"volkswagen_passat"
"523";14350;"limousine";"manuell";116;150000;"diesel";"bmw";6;"bmw_3er"
"524";1400;"kleinwagen";"manuell";50;150000;"benzin";"volkswagen";17;"volkswagen_lupo"
"525";8500;"limousine";"automatik";185;20000;"diesel";"volkswagen";2;"volkswagen_golf"
"526";2200;"limousine";"manuell";120;150000;"benzin";"alfa_romeo";13;"alfa_romeo_147"
"527";23999;"coupe";"automatik";265;60000;"benzin";"volkswagen";4;"volkswagen_scirocco"
"528";3199;"kombi";"manuell";131;150000;"diesel";"volkswagen";15;"volkswagen_passat"
"529";1250;"kleinwagen";"manuell";53;70000;"benzin";"suzuki";15;"suzuki_swift"
"530";30750;"suv";"automatik";204;60000;"diesel";"volkswagen";4;"volkswagen_touareg"
"531";1950;"limousine";"automatik";90;150000;"benzin";"volkswagen";25;"volkswagen_golf"
"532";1400;"limousine";"automatik";193;150000;"benzin";"mercedes_benz";17;"mercedes_benz_c_klasse"
"533";22900;"limousine";"automatik";239;150000;"diesel";"audi";4;"audi_q5"
"534";3000;"limousine";"automatik";144;150000;"benzin";"opel";16;"opel_omega"
"535";11500;"coupe";"manuell";200;125000;"benzin";"volkswagen";11;"volkswagen_golf"
"536";24333;"coupe";"manuell";239;125000;"diesel";"audi";5;"audi_a5"
"537";450;"kleinwagen";"manuell";45;150000;"benzin";"volkswagen";22;"volkswagen_polo"
"538";699;"kleinwagen";"manuell";55;150000;"benzin";"fiat";17;"fiat_seicento"
"539";4000;"limousine";"automatik";110;150000;"benzin";"toyota";12;"toyota_corolla"
"540";3300;"limousine";"manuell";170;150000;"benzin";"bmw";16;"bmw_3er"
"541";2200;"limousine";"manuell";90;150000;"diesel";"volkswagen";16;"volkswagen_golf"
"542";1900;"bus";"automatik";145;150000;"diesel";"kia";12;"kia_carnival"
"543";5500;"kombi";"manuell";101;150000;"benzin";"ford";8;"ford_focus"
"544";2399;"kleinwagen";"manuell";75;50000;"benzin";"renault";14;"renault_clio"
"545";16200;"kombi";"automatik";170;150000;"diesel";"audi";5;"audi_a6"
"546";17500;"limousine";"manuell";241;50000;"benzin";"seat";7;"seat_leon"
"547";1999;"kombi";"manuell";113;150000;"benzin";"renault";12;"renault_megane"
"548";7990;"kleinwagen";"manuell";69;40000;"benzin";"seat";4;"seat_ibiza"
"549";5950;"limousine";"manuell";80;90000;"benzin";"volkswagen";9;"volkswagen_golf"
"550";4899;"kleinwagen";"manuell";60;70000;"benzin";"opel";7;"opel_corsa"
"551";5600;"kombi";"manuell";163;150000;"diesel";"audi";13;"audi_a4"
"552";32000;"suv";"automatik";231;125000;"diesel";"mercedes_benz";5;"mercedes_benz_m_klasse"
"553";13500;"cabrio";"automatik";200;1e+07;"benzin";"audi";9;"audi_tt"
"554";800;"kleinwagen";"manuell";58;150000;"benzin";"renault";16;"renault_twingo"
"555";2500;"limousine";"manuell";116;150000;"benzin";"bmw";13;"bmw_3er"
"556";22500;"kleinwagen";"automatik";150;30000;"diesel";"volkswagen";2;"volkswagen_golf"
"557";35190;"suv";"automatik";306;125000;"diesel";"bmw";6;"bmw_x_reihe"
"558";2999;"kleinwagen";"manuell";80;90000;"benzin";"fiat";5;"fiat_panda"
"559";22000;"limousine";"automatik";140;40000;"benzin";"volkswagen";3;"volkswagen_golf"
"560";2000;"limousine";"manuell";136;150000;"benzin";"peugeot";14;"peugeot_3_reihe"
"561";2600;"kleinwagen";"manuell";80;125000;"benzin";"ford";9;"ford_fiesta"
"562";3750;"kombi";"manuell";84;80000;"benzin";"dacia";4;"dacia_logan"
"563";3600;"limousine";"manuell";116;125000;"benzin";"bmw";13;"bmw_3er"
"564";2600;"kleinwagen";"manuell";60;1e+07;"benzin";"ford";11;"ford_fiesta"
"565";999;"kleinwagen";"manuell";60;150000;"benzin";"seat";17;"seat_ibiza"
"566";2250;"kleinwagen";"manuell";65;80000;"benzin";"kia";11;"kia_picanto"
"567";13500;"kombi";"automatik";110;50000;"diesel";"renault";4;"renault_megane"
"568";8249;"kombi";"automatik";224;150000;"diesel";"mercedes_benz";11;"mercedes_benz_e_klasse"
"569";8900;"limousine";"manuell";110;125000;"diesel";"volkswagen";7;"volkswagen_golf"
